"team_id","pos_team","division","conference","season","player_id","rusher_player_name","plays","games","team_games","playsgame","TEPA","EPAplay","EPAgame","yards","yardsplay","yardsgame","success","rushing_td","fumbles","TEPA_rank","EPAgame_rank","EPAplay_rank","success_rank","yards_rank","yardsplay_rank","yardsgame_rank","fbs_class"
"113","Massachusetts","fbs","FBS Independents",2024,4362188,"Sterling Galban",1,1,10,1,-1.89440903982228,-1.89440903982228,-1.89440903982228,-7,-7,-7,0,0,0,NA,NA,NA,NA,NA,NA,NA,"G6"
"113","Massachusetts","fbs","FBS Independents",2024,4426430,"Taisun Phommachanh",65,7,10,9.28571428571429,9.44142018526201,0.1452526182348,1.34877431218029,366,5.63076923076923,52.2857142857143,0.446153846153846,1,2,106,81,63,83.5,214,81,142,"G6"
"113","Massachusetts","fbs","FBS Independents",2024,4427934,"Dominick Mazotti",1,1,10,1,3.26439643642904,3.26439643642904,3.26439643642904,3,3,3,1,0,0,NA,NA,NA,NA,NA,NA,NA,"G6"
"113","Massachusetts","fbs","FBS Independents",2024,4433965,"Brandon Campbell",44,7,10,6.28571428571429,-3.20508544854877,-0.072842851103381,-0.457869349792681,174,3.95454545454545,24.8571428571429,0.318181818181818,1,0,NA,NA,NA,NA,NA,NA,NA,"G6"
"113","Massachusetts","fbs","FBS Independents",2024,4569655,"Te'Rai Powell",1,1,10,1,2.053907274023,2.053907274023,2.053907274023,39,39,39,1,0,0,NA,NA,NA,NA,NA,NA,NA,"G6"
"113","Massachusetts","fbs","FBS Independents",2024,4697741,"Jalen John",92,8,10,11.5,-0.299532681226564,-0.00325579001333222,-0.0374415851533205,441,4.79347826086957,55.125,0.391304347826087,4,1,163,163,163,156.5,181.5,155,127,"G6"
"113","Massachusetts","fbs","FBS Independents",2024,4869699,"Jackson Paradis",6,3,10,2,-1.37641538574812,-0.229402564291353,-0.458805128582706,10,1.66666666666667,3.33333333333333,0.333333333333333,0,0,NA,NA,NA,NA,NA,NA,NA,"G6"
"113","Massachusetts","fbs","FBS Independents",2024,4870757,"Ahmad Haston",17,5,10,3.4,9.42211398176838,0.554241998927552,1.88442279635368,160,9.41176470588235,32,0.647058823529412,1,0,NA,NA,NA,NA,NA,NA,NA,"G6"
"113","Massachusetts","fbs","FBS Independents",2024,4909541,"T.Y. Harding",2,2,10,1,0.355242543695329,0.177621271847664,0.177621271847664,10,5,5,1,0,0,NA,NA,NA,NA,NA,NA,NA,"G6"
"113","Massachusetts","fbs","FBS Independents",2024,4923282,"CJ Hester",107,10,10,10.7,-2.40921477163743,-0.0225160259031536,-0.240921477163743,480,4.48598130841121,48,0.364485981308411,4,0,174,175,174,195,172,190,163.5,"G6"
"113","Massachusetts","fbs","FBS Independents",2024,5081898,"Cookie Desiderio",8,2,10,4,-4.81819721908827,-0.602274652386034,-2.40909860954414,20,2.5,10,0,0,0,NA,NA,NA,NA,NA,NA,NA,"G6"
"113","Massachusetts","fbs","FBS Independents",2024,5146355,"AJ Hairston",18,4,10,4.5,3.72567549696693,0.206981972053718,0.931418874241731,47,2.61111111111111,11.75,0.444444444444444,1,0,NA,NA,NA,NA,NA,NA,NA,"G6"
"113","Massachusetts","fbs","FBS Independents",2024,5147852,"Da'Marion Alberic",1,1,10,1,-0.900605092831041,-0.900605092831041,-0.900605092831041,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"G6"
"113","Massachusetts","fbs","FBS Independents",2024,5218971,"Will Perry",1,1,10,1,-0.197486401260718,-0.197486401260718,-0.197486401260718,2,2,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,"G6"
"113","Massachusetts","fbs","FBS Independents",2024,5232598,"Brandon Campbell",2,1,10,2,-0.431093551279118,-0.215546775639559,-0.431093551279118,5,2.5,5,0.5,0,0,NA,NA,NA,NA,NA,NA,NA,"G6"
